cow_id;name;unit;"strftime(m.""timestamp"", '%Y-%m-%d')";totalmilk
98ca68bf-816c-4b90-b7e2-678e9069fdf8;Debra #1;L;2024-04-07;14.45
3f35a21f-5ce8-4b9b-a6ea-67666aa6a183;Angela #5;L;2024-04-07;23.529999999999998
84e48780-6f4b-45cd-9756-fa0776a8013d;Katherine #3;L;2024-04-07;13.860000000000001
9c6cd124-db49-45cf-8973-b47419c74518;Ruth #4;L;2024-04-07;24.220000000000002
7389aa61-3add-4f92-b38a-6b23cf389dcf;Brittany #7;L;2024-04-07;24.419999999999998
50b99487-9827-440c-a12e-d1f9c1d075e3;Brandi #1;L;2024-04-07;19.229999999999997
15f06691-ab7b-4cac-89a9-dc7c6554c9c1;Sarah #1;L;2024-04-07;14.030000000000001
4ab95eda-5937-49be-8425-b11d06f6beb2;Cheryl #5;L;2024-04-07;14.01
9aa0f9ba-c4a7-4f00-9c87-2730c26e09c1;Jaime #5;L;2024-04-07;9.280000000000001
38c98773-d708-47ae-af66-f722fabbc9d2;Ashlee #9;L;2024-04-07;18.869999999999997
0ad881c5-606c-46f4-a504-a3bbb4e23870;Lindsey #9;L;2024-04-07;19.1
03b8549a-60f8-4669-a97c-dff0c27490b1;Lynn #9;L;2024-04-07;19.19
991670bb-d888-4a95-94b8-41b290122833;Deborah #1;L;2024-04-07;14.350000000000001
2be429fe-6e2b-4e72-a93e-2d96d445a5e2;Christina #3;L;2024-04-07;19.18
dfce91b2-2f21-4d68-b613-3c0dc36160de;Jacqueline #2;L;2024-04-07;23.11
59beca2a-b84a-49b6-9ba7-60944e552cc7;Brittany #6;L;2024-04-07;18.650000000000002
1738d527-c14e-4832-b40f-e8946f065d2c;Barbara #5;L;2024-04-07;9.45
76d85b9b-b63d-450e-af2f-18bb742b5964;Theresa #6;L;2024-04-07;23.740000000000002
3593205a-bead-40d6-aad9-7ed1f2da4745;Jacqueline #4;L;2024-04-07;23.65
c3aa0df9-276c-4e2f-b60d-ac617d0ef84c;Rhonda #8;L;2024-04-07;14.209999999999999
68923fdd-d829-4985-8851-546613c6e078;Natalie #2;L;2024-04-07;4.83
85a129d2-0380-450e-a868-b8309bd7550f;Carla #3;L;2024-04-07;9.469999999999999
4e48314b-bbea-4cf5-9bfd-3d7a3e6ba564;Kelly #2;L;2024-04-07;14.440000000000001
474ccf64-c5bb-45a7-a5e5-11ccabaef643;Cassandra #4;L;2024-04-07;23.88
04f886f9-56df-452e-afba-ce3eb8a010c4;Patricia #5;L;2024-04-07;19.83
3b2547ed-de1a-4992-8494-bebabfaef6b4;Jessica #9;L;2024-04-07;18.68
066d0252-6201-4bb1-adea-a50a03e419e3;Leah #3;L;2024-04-07;24.04
be4ca0d5-80a0-434d-beee-e05702091b0e;Alyssa #5;L;2024-04-07;9.66
9e3d2393-2f17-43b7-b7c1-a2ffa7ea6c2f;Teresa #2;L;2024-04-07;14.16
562c2685-8485-4c95-a1d5-c51a0e593dc0;Valerie #1;L;2024-04-07;14.330000000000002
8051343c-56d2-46c5-a24c-2e6d0858f2aa;Dawn #1;L;2024-04-07;18.779999999999998
008d8c76-b26e-4780-b65a-cec19c9984b6;Robin #3;L;2024-04-07;14.740000000000002
14af9acf-968f-46c2-8e2e-0a6b361ba4c5;Sherri #4;L;2024-04-07;14.74
f3208e67-07dc-4cfb-9ca1-b0d3750ea753;Jennifer #7;L;2024-04-07;9.5
0461bf6a-4625-4c64-acb1-1221caeed82b;Kara #9;L;2024-04-07;14.510000000000002
47e64bdf-1ae8-4e44-98b5-3250dd2c787c;Tina #1;L;2024-04-07;9.32
fdb09b0b-9adf-41d2-9c83-b2e4ccd64c31;Melanie #8;L;2024-04-07;9.47
f20b9926-d224-48cf-9047-f6c7cc0cae6e;Jamie #9;L;2024-04-07;9.3
478be788-f84c-48da-8b62-c652cf2d118f;Jennifer #4;L;2024-04-07;9.35
8d2d3166-a295-40ea-9c48-6dc26e180159;Ashley #3;L;2024-04-07;14.32
c36323f9-5ca6-4325-a8d5-6cac0ddb4d63;Paige #5;L;2024-04-07;19.17
85334bbd-9b60-406e-b047-3520a2d4fbe5;Karen #3;L;2024-04-07;19.01
1eea703e-9d56-4983-986f-69e4b61c9ed5;Maria #3;L;2024-04-07;19.32
2638ae21-5fc8-48fa-ad34-e66baf66cba3;Anne #1;L;2024-04-07;24.42
ade0509d-9078-4159-a207-b866725d2218;Destiny #1;L;2024-04-07;19.1
668d213f-6b1d-4aac-bdc6-cee5acf3476e;Kathryn #1;L;2024-04-07;14.43
3321b86f-3afb-4971-a773-3ae7c62bafec;Kayla #2;L;2024-04-07;28.47
9063220a-7a93-404a-873b-fd3d61ed205c;Wanda #6;L;2024-04-07;9.41
aea1439d-68a9-4e0b-a757-76dbe7fe6561;Sandra #3;L;2024-04-07;9.26
55e8420b-3a15-4b95-bb48-587cf40d8bc5;Lauren #1;L;2024-04-07;4.6
7b85bc65-556e-4dbc-82b5-80b148c4044d;Tammie #5;L;2024-04-07;19.51
7203c734-bdb2-421e-a97a-d62c9ada2d10;Mary #1;L;2024-04-07;18.75
e3fdb0b6-d8ed-46c2-b0e2-0855373ddb49;Sara #7;L;2024-04-07;18.63
0c36be13-c29f-4ee0-b386-e936c6ba5339;Angela #8;L;2024-04-07;9.42
4b54f862-7dd7-4569-950c-e071fd13c575;Anne #4;L;2024-04-07;14.09
fa91ebe6-476f-469f-9d62-2f893fe210f6;Ashley #2;L;2024-04-07;4.54
71122813-53a2-4a95-bc73-4a5725ab2d41;Linda #3;L;2024-04-07;4.88
924c7e6b-08f2-4871-954e-ae1f714cbcd4;Krista #1;L;2024-04-07;24.009999999999998
9b0bb133-05a4-4b72-9245-7333b1edb4f6;Jennifer #7;L;2024-04-07;9.54
168590c2-d95f-4e72-8749-cb08a1147065;Kimberly #2;L;2024-04-07;23.6
18fc0a5c-890f-4dd6-bde3-3e9a6ebf953e;Shannon #8;L;2024-04-07;19.1
ef082efc-d476-4ca4-89a8-94d4cf09392a;Kelly #4;L;2024-04-07;19.310000000000002
33eb52d5-db1e-4a68-a911-f78574f12254;Joanne #6;L;2024-04-07;9.82
95e7312d-9447-4c40-a382-ef30d850e997;Pamela #4;L;2024-04-07;14.11
586c87f6-4a4e-4996-b560-fc5490a4ad4d;Debra #6;L;2024-04-07;13.88
fd3f2886-cc3d-4ecc-baae-587032183091;Connie #1;L;2024-04-07;18.810000000000002
a27b8cd2-708e-4532-81ef-05a5b2ab249c;Amber #9;L;2024-04-07;14.36
90814108-2b03-4744-811b-9596c0bb4853;Jean #4;L;2024-04-07;4.71
f5c0dc0e-aa4e-45af-9b17-8aa3366a7bc6;Diane #8;L;2024-04-07;9.23
7d68d8d2-6b6c-4dbf-86b5-c9e123ecba97;Alexandria #1;L;2024-04-07;14.540000000000001
1b3641d0-954b-4a88-98de-29d22e7222e7;Mary #8;L;2024-04-07;14.34
5b0155f2-8d9f-469d-be25-9ba4abfb3974;Stephanie #5;L;2024-04-07;14.559999999999999
5693cf1f-865a-41a9-9f7d-789d27e32910;Alexandra #8;L;2024-04-07;19.03
4bde2a83-195e-44ec-b5f1-92d011b7b671;Lori #7;L;2024-04-07;9.41
fdca214f-4dc6-4de4-b9dd-99094b619892;Katherine #6;L;2024-04-07;9.63
fed3a6af-8729-4ac6-920a-f5487cb00dd9;Debra #2;L;2024-04-07;9.64
70ba6fcc-6fb2-4af9-a69c-7b6d546e2256;Christine #8;L;2024-04-07;9.41
33b66bab-78b3-45e0-a86b-32e775d4dc2b;Alexandria #4;L;2024-04-07;13.93
aa45b1f9-7982-4e84-b952-668d652e83f5;Nicole #4;L;2024-04-07;14.2
c158759b-dcfe-417d-ae3d-c8e38f567325;Becky #1;L;2024-04-07;14.059999999999999
adadab8b-c876-4733-b1ea-bdf67db55051;Dominique #2;L;2024-04-07;18.769999999999996
b38009eb-dc16-492d-9584-076fe51fd2ad;Mary #8;L;2024-04-07;4.6
225153da-f330-42b7-8e6c-ad3d57582d4f;Jennifer #5;L;2024-04-07;14.57
e69e914f-2797-4ed1-a32f-606cb03fc6f2;Cathy #3;L;2024-04-07;9.48
0f3f64e9-44e6-4ac7-871b-9d50d251b556;Sharon #2;L;2024-04-07;14.379999999999999
51803b38-c52d-4366-aced-fb05039408d0;Rebecca #5;L;2024-04-07;18.76
d1cf533d-d30d-457e-bea5-dd7d11db5139;Margaret #5;L;2024-04-07;19.8
8471d580-6405-438e-9eda-9eb61f4120b3;Elizabeth #8;L;2024-04-07;14.5
844fc847-a0aa-4473-a42d-d4c13cd1eba9;Nicole #4;L;2024-04-07;19.450000000000003
84be669d-571c-444d-bd5f-709fce6ac9ba;Karen #1;L;2024-04-07;9.55
0ebfdca5-b52e-4ee2-b896-bce145daebc7;Elizabeth #2;L;2024-04-07;13.880000000000003
27c13817-4faf-49dd-8984-643a062e3d75;Gail #2;L;2024-04-07;14.030000000000001
38b0394f-6654-4693-978d-20f361c8cb85;Lisa #8;L;2024-04-07;4.98
071f30bb-3b8a-445b-8c5f-dff6c77c1af8;Ashley #1;L;2024-04-07;14.0
0abaa73d-0755-478a-9a56-b97a5cbdd64f;Ashlee #2;L;2024-04-07;9.58
219f0c25-d395-418d-b361-229c47588770;Natasha #7;L;2024-04-07;9.34
98d79b64-7a81-4e48-a311-932694c8058a;Kirsten #1;L;2024-04-07;19.1
6496ce06-18c2-4dd3-bcc3-4c8195a8c1f7;Karla #7;L;2024-04-07;24.310000000000002
dd57c558-d620-4d28-83a7-6370f4a61322;Crystal #2;L;2024-04-07;29.450000000000003
